EJECUCIÓN PRESUPUESTAL A OCTUBRE DE 2016;;;;;
SECRETARÍA DE HACIENDA;;;;;
MUNICIPIO DE MEDELLÍN;;;;;
DEPENDENCIA;FONDO;PROYECTO;NOMBRE DEL PROYECTO;PRESUPUESTO DEFINITIVO;PRESUPUESTO EJECUTADO
Secretaría de Cultura Ciudadana;150090115 ;120189 ; Convoc publ para la democrati;1.650.000;1.650.000
Secretaría de Cultura Ciudadana;160000115 ;130281 ; JVE-08 Fort.tejido social y p;491.745.855;491.745.855
Secretaría de Cultura Ciudadana;160000115 ;140139 ; 15PP90-FORTAL PROC, ORGANIZ Y;4.035.881;4.035.881
Secretaría de Cultura Ciudadana;160000115 ;140120 ; 15PP1-PLAN DE DESARROLLO CULT;119.504.837;119.504.837
Secretaría de Cultura Ciudadana;160000115 ;140121 ; 15PP2-FORTALECIMIENTO DINÁMIC;48.645.018;48.645.018
Secretaría de Cultura Ciudadana;160000115 ;140122 ; 15PP3-OPORTUNIDAD Y PERTINENC;68.267.448;68.267.448
Secretaría de Cultura Ciudadana;160000115 ;140123 ; 15PP4-PROMOCION DEL DESARROLL;31.498.024;31.498.024
Secretaría de Cultura Ciudadana;160000115 ;140124 ; 15PP5-CONTINUIDAD PROGRAMAS Q;45.295.644;45.295.644
Secretaría de Cultura Ciudadana;160000115 ;140125 ; 15PP6-APOYO PROC, FORMACIÓN P;76.086.046;76.086.046
Secretaría de Cultura Ciudadana;160000115 ;140126 ; 15PP7-EL ARTE Y LA CULTURA UN;41.175.976;41.175.976
Secretaría de Cultura Ciudadana;160000115 ;140127 ; 15PP8-FORTAL EXPRES, MANIFES,;21.199.950;21.199.950
Secretaría de Cultura Ciudadana;160000115 ;140128 ; 15PP9-FORM PROG Y FORTAL GEST;17.203.904;17.203.904
Secretaría de Cultura Ciudadana;160000115 ;140129 ; 15PP10-FORMACIÓN ARTÍSTICA Y ;13.658.898;13.658.898
Secretaría de Cultura Ciudadana;160000115 ;140130 ; 15PP11-FORTALECIMIENTO PROCES;75.375.888;75.375.888
Secretaría de Cultura Ciudadana;160000115 ;140131 ; 15PP12-PLAN DE DESARROLLO CUL;22.791.277;22.791.277
Secretaría de Cultura Ciudadana;160000115 ;140132 ; 15PP14-ACTIV. ESP PCO.FORTAL.;322.352.997;322.352.997
Secretaría de Cultura Ciudadana;160000115 ;140134 ; 15PP16-BELÉN,UN TERRITORIO DE;3.831.790;3.831.790
Secretaría de Cultura Ciudadana;160000115 ;140135 ; 15PP50-ESCUELA I. ARTES, RECR;34.650.000;34.650.000
Secretaría de Cultura Ciudadana;160000115 ;140136 ; 15PP60-S CRISTÓBAL PROM FORTA;587;587
Secretaría de Cultura Ciudadana;160000115 ;140137 ; 15PP70-FORMAC ARTÍSTICA, ESTÍ;48.396;48.396
Secretaría de Cultura Ciudadana;160000115 ;140138 ; 15PP80-FORT EXPR ARTÍST CULT ;8.714.455;8.714.455
Secretaría de Cultura Ciudadana;160000115 ;120176 ; Formación y creación para la ;24.999.999;24.999.999
Secretaría de Cultura Ciudadana;160000115 ;130373 ; JVE1 Centro Integración Cultu;59.037.744;59.037.744
Secretaría de Cultura Ciudadana;160000115 ;140231 ; 15PP10-MEMORIA Y PATRIMONIO;1.283.745;1.283.745
Secretaría de Cultura Ciudadana;160000115 ;140370 ; 15PP13-ARTE Y CULTURA CIUDADA;186;186
Secretaría de Cultura Ciudadana;160007511 ;120299 ; Parque Biblioteca San Antonio;44.065.152;44.065.152
Secretaría de Cultura Ciudadana;160010511 ;130326 ; Equipamento Cultural y Comuni;33.070.788;33.070.788
Secretaría de Cultura Ciudadana;160012011 ;130326 ; Equipamento Cultural y Comuni;56.000.000;56.000.000
Secretaría de Cultura Ciudadana;160015612 ;140060 ; Fortal de infraest para el dl;69.082.052;69.082.052
Secretaría de Cultura Ciudadana;160070115 ;120190 ; Investigación cultural y del ;2.000.000;2.000.000
Secretaría de Cultura Ciudadana;160090115 ;120174 ; Cultura ciudadana en equidad;6.000.000;6.000.000
Secretaría de Cultura Ciudadana;160090115 ;120189 ; Convoc publ para la democrati;7.000.000;7.000.000
Secretaría de Cultura Ciudadana;160090115 ;120173 ; Bibliotecas, Lecturas y Desar;7.000.000;7.000.000
Secretaría de Salud;110100112 ;120038 ; Gestión para el aseguramiento;11.552.000;0
Secretaría de Salud;110100114 ;120038 ; Gestión para el aseguramiento;19.897.819;0
Secretaría de Salud;110100116 ;120038 ; Gestión para el aseguramiento;36.805.344.878;31.197.592.008
Secretaría de Salud;110100510 ;120038 ; Gestión para el aseguramiento;141.537.895;0
Secretaría de Salud;110100512 ;120038 ; Gestión para el aseguramiento;388.249.236;0
Secretaría de Salud;110100513 ;120038 ; Gestión para el aseguramiento;8.629.936;0
Secretaría de Salud;110100514 ;120038 ; Gestión para el aseguramiento;63.754.282;0
Secretaría de Salud;110100515 ;120038 ; Gestión para el aseguramiento;686.760;0
Secretaría de Salud;110100516 ;120038 ; Gestión para el aseguramiento;189.385.188.771;173.904.001.878
Secretaría de Salud;110102014 ;120038 ; Gestión para el aseguramiento;4.892.017;0
Secretaría de Salud;110104906 ;120038 ; Gestión para el aseguramiento;2.248.763.091;2.248.763.091
Secretaría de Salud;110104910 ;120038 ; Gestión para el aseguramiento;7.897.581;0
Secretaría de Salud;110104912 ;120038 ; Gestión para el aseguramiento;475.204.060;0
Secretaría de Salud;110104913 ;120038 ; Gestión para el aseguramiento;39.886.737;0
Secretaría de Salud;110104914 ;120038 ; Gestión para el aseguramiento;756.153;0
Secretaría de Salud;110104915 ;120038 ; Gestión para el aseguramiento;804.616;0
Secretaría de Salud;110104916 ;120038 ; Gestión para el aseguramiento;147.405.884.041;120.604.001.280
Secretaría de Salud;110105014 ;120038 ; Gestión para el aseguramiento;0;0
Secretaría de Salud;110105015 ;120038 ; Gestión para el aseguramiento;0;0
Secretaría de Salud;110105016 ;120038 ; Gestión para el aseguramiento;1;0
Secretaría de Salud;110105314 ;120038 ; Gestión para el aseguramiento;557.289;0
Secretaría de Salud;110105315 ;120038 ; Gestión para el aseguramiento;16.341.631;0
Secretaría de Salud;110105316 ;120038 ; Gestión para el aseguramiento;219.247.748;0
Secretaría de Salud;110111910 ;120038 ; Gestión para el aseguramiento;379.635;0
Secretaría de Salud;110111913 ;120038 ; Gestión para el aseguramiento;6.768.163;0
Secretaría de Salud;110111914 ;120038 ; Gestión para el aseguramiento;378.783;0
Secretaría de Salud;110111915 ;120038 ; Gestión para el aseguramiento;12.855;0
Secretaría de Salud;110111916 ;120038 ; Gestión para el aseguramiento;66.246.851.691;54.310.453.841
Secretaría de Salud;110118615 ;120038 ; Gestión para el aseguramiento;1;0
Secretaría de Salud;110118616 ;120038 ; Gestión para el aseguramiento;1;0
Secretaría de Salud;110118716 ;120038 ; Gestión para el aseguramiento;1.778.977.842;1.661.555.180
Secretaría de Salud;110118815 ;120038 ; Gestión para el aseguramiento;23.025.119;0
Secretaría de Salud;110118816 ;120038 ; Gestión para el aseguramiento;3.647.641.215;801.036.596
Secretaría de Salud;110118915 ;120038 ; Gestión para el aseguramiento;59.964;0
Secretaría de Salud;110118916 ;120038 ; Gestión para el aseguramiento;12.218.781.743;11.876.525.703
Secretaría de Salud;110194915 ;120038 ; Gestión para el aseguramiento;13.497.553.067;13.497.546.519
Secretaría de Salud;110195015 ;120038 ; Gestión para el aseguramiento;1;0
Secretaría de Salud;110200116 ;120041 ; Acceso servicios salud poblac;214.204.622;46.194.347
Secretaría de Salud;110204107 ;120041 ; Acceso servicios salud poblac;153.084.490;153.083.522
Secretaría de Salud;110204114 ;120041 ; Acceso servicios salud poblac;1;0
Secretaría de Salud;110204115 ;120041 ; Acceso servicios salud poblac;1;0
Secretaría de Salud;110204116 ;120041 ; Acceso servicios salud poblac;1;0
Secretaría de Salud;110205211 ;120041 ; Acceso servicios salud poblac;360.833;360.833
Secretaría de Salud;110205212 ;120041 ; Acceso servicios salud poblac;124.852;124.852
Secretaría de Salud;110205213 ;120041 ; Acceso servicios salud poblac;128.845;128.845
Secretaría de Salud;110205214 ;120041 ; Acceso servicios salud poblac;31.033.819;31.033.819
Secretaría de Salud;110205215 ;120041 ; Acceso servicios salud poblac;18.652.176;18.646.690
Secretaría de Salud;110205216 ;120041 ; Acceso servicios salud poblac;10.565.455;3.425.619
Secretaría de Salud;110205813 ;120041 ; Acceso servicios salud poblac;143.105.836;0
Secretaría de Salud;110205816 ;120041 ; Acceso servicios salud poblac;17.533.902.204;17.533.902.204
Secretaría de Salud;110294115 ;120041 ; Acceso servicios salud poblac;1;0
Secretaría de Salud;110295815 ;120041 ; Acceso servicios salud poblac;1;0
Secretaría de Salud;110300116 ;150139 ; 16PP1-PROMOCIÓN DE LA SALUD P;1.146.888.517;1.146.888.517
Secretaría de Salud;110300116 ;150140 ; 16PP2-PROMOCIÓN DE LA SALUD P;700.000.000;672.100.030
Secretaría de Salud;110300116 ;150074 ; 16PP3-PROMOCIÓN DE LA SALUD P;600.000.000;600.000.000
Secretaría de Salud;110300116 ;150143 ; 16PP4-PROMOCIÓN DE LA SALUD P;1.263.000.000;1.263.000.000
Secretaría de Salud;110300116 ;150144 ; 16PP5-PROMOCIÓN DE LA SALUD P;910.847.600;910.847.600
Secretaría de Salud;110300116 ;150145 ; 16PP6-PROMOCIÓN DE LA SALUD P;1.000.000.000;1.000.000.000
Secretaría de Salud;110300116 ;150146 ; 16PP7-PROMOCIÓN DE LA SALUD P;456.000.000;456.000.000
Secretaría de Salud;110300116 ;150147 ; 16PP8-PROMOCIÓN DE LA SALUD P;800.000.000;800.000.000
Secretaría de Salud;110300116 ;150148 ; 16PP9-PROMOCIÓN DE LA SALUD P;1.200.000.000;1.200.000.000
Secretaría de Salud;110300116 ;150149 ; 16PP10-PROMOCIÓN DE LA SALUD ;750.000.000;749.896.199
Secretaría de Salud;110300116 ;150189 ; 16PP11-PROMOCIÓN DE LA SALUD ;450.912.000;450.912.000
Secretaría de Salud;110300116 ;150202 ; 16PP12-PROMOCIÓN DE LA SALUD ;640.000.000;640.000.000
Secretaría de Salud;110300116 ;150203 ; 16PP13-PROMOCIÓN DE LA SALUD ;610.000.000;610.000.000
Secretaría de Salud;110300116 ;150204 ; 16PP14-PROMOCIÓN DE LA SALUD ;436.000.000;430.227.600
Secretaría de Salud;110300116 ;150205 ; 16PP15-PROMOCIÓN DE LA SALUD ;608.000.000;608.000.000
Secretaría de Salud;110300116 ;150206 ; 16PP16-PROMOCIÓN DE LA SALUD ;478.807.952;478.807.952
Secretaría de Salud;110300116 ;150207 ; 16PP50-PROMOCIÓN DE LA SALUD ;58.500.000;55.293.000
Secretaría de Salud;110300116 ;150209 ; 16PP60-PROMOCIÓN DE LA SALUD ;370.436.000;370.435.717
Secretaría de Salud;110300116 ;150210 ; 16PP70-PROMOCIÓN DE LA SALUD ;348.005.159;348.005.159
Secretaría de Salud;110300116 ;150211 ; 16PP80-PROMOCIÓN DE LA SALUD ;498.000.000;492.326.202
Secretaría de Salud;110300116 ;150212 ; 16PP90-PROMOCIÓN DE LA SALUD ;93.274.500;93.274.500
Secretaría de Salud;110300116 ;120029 ; Promoción y educación en salu;2.561.032.424;2.561.032.424
Secretaría de Salud;110300116 ;120026 ; Prevención de los riesgos en ;1.084.754.105;1.084.754.105
Secretaría de Salud;110300116 ;120027 ; Control de factores de riesgo;2.158.844.606;2.152.247.180
Secretaría de Salud;110300116 ;120028 ; Vigilancia epidemiológica par;1.200.000.000;1.200.000.000
Secretaría de Salud;110300116 ;120030 ; Jóvenes por la Vida;1.000.000.000;1.000.000.000
Secretaría de Salud;110300116 ;120036 ; Salud en el hogar;2.000.000.000;2.000.000.000
Secretaría de Salud;110303612 ;120028 ; Vigilancia epidemiológica par;1.338.132;1.338.132
Secretaría de Salud;110303616 ;120027 ; Control de factores de riesgo;140.000.000;139.997.575
Secretaría de Salud;110304511 ;120029 ; Promoción y educación en salu;2.357.514;2.357.514
Secretaría de Salud;110304512 ;120029 ; Promoción y educación en salu;13.737.628;13.737.628
Secretaría de Salud;110304513 ;120029 ; Promoción y educación en salu;32.000.001;32.000.001
Secretaría de Salud;110304513 ;120026 ; Prevención de los riesgos en ;4;4
Secretaría de Salud;110304514 ;120027 ; Control de factores de riesgo;41.781.782;41.781.782
Secretaría de Salud;110304515 ;120029 ; Promoción y educación en salu;227.626.990;188.122.009
Secretaría de Salud;110304515 ;120026 ; Prevención de los riesgos en ;63.530.579;63.530.579
Secretaría de Salud;110304515 ;120027 ; Control de factores de riesgo;6.093.750;6.093.750
Secretaría de Salud;110304516 ;120029 ; Promoción y educación en salu;6.071.415.465;5.862.881.227
Secretaría de Salud;110304516 ;120026 ; Prevención de los riesgos en ;2.315.245.895;2.315.245.895
Secretaría de Salud;110304516 ;120027 ; Control de factores de riesgo;6.200.000.000;6.062.645.211
Secretaría de Salud;110304516 ;120028 ; Vigilancia epidemiológica par;2.500.000.000;2.500.000.000
Secretaría de Salud;110305412 ;120027 ; Control de factores de riesgo;189.905;189.905
Secretaría de Salud;110305413 ;120027 ; Control de factores de riesgo;4.069.427;4.069.427
Secretaría de Salud;110305415 ;120028 ; Vigilancia epidemiológica par;16.128.667;16.128.667
Secretaría de Salud;110305416 ;120029 ; Promoción y educación en salu;285.522.329;285.522.329
Secretaría de Salud;110311213 ;120026 ; Prevención de los riesgos en ;254;0
Secretaría de Salud;110311215 ;120029 ; Promoción y educación en salu;1.148.203.725;1.142.122.178
Secretaría de Salud;110311216 ;120029 ; Promoción y educación en salu;1.056.308.273;0
Secretaría de Salud;110370114 ;130707 ; JVE50- Fortal acciones de pro;0;0
Secretaría de Salud;110370114 ;120027 ; Control de factores de riesgo;0;0
Secretaría de Salud;110370114 ;120030 ; Jóvenes por la Vida;0;0
Secretaría de Salud;110370114 ;120036 ; Salud en el hogar;0;0
Secretaría de Salud;110390114 ;120029 ; Promoción y educación en salu;0;0
Secretaría de Salud;110394515 ;120029 ; Promoción y educación en salu;1.529.751.889;1.529.751.889
Secretaría de Salud;110400116 ;120352 ; Dotac adecuac capacid resolut;172.700.831;172.700.831
Secretaría de Salud;110400116 ;120040 ; Fomento afiliación Sistema Ge;141.768.440;141.768.440
Secretaría de Salud;110400116 ;120043 ; Fortalecimiento participación;193.495.001;193.459.120
Secretaría de Salud;110400116 ;120044 ; Articu intersect e interinsti;95.938.439;95.938.438
Secretaría de Salud;110400116 ;120042 ; Supervisión y vigilancia  acc;850.354.643;803.594.789
Secretaría de Salud;110400116 ;120037 ; Prog apoy red aten salud -red;6.165.681.644;6.038.268.204
Secretaría de Salud;110400116 ;120045 ; Fortal recurs hum, físicos y ;630.978.770;597.778.770
Secretaría de Salud;110400116 ;120046 ; Internacionaliz salud-Mdllín,;0;0
Secretaría de Salud;110400116 ;140397 ; FORTALECIMIENTO FINANCIERO Y ;6.578.006.267;6.578.006.267
Secretaría de Salud;110400116 ;120039 ; Calidad y humanización servic;248.232.686;248.232.686
Secretaría de Salud;110400116 ;130296 ; C.I.S Ambulatorio para mujer ;3.748.289.737;3.748.289.737
Secretaría de Salud;110400116 ;120031 ; Gestión de conocim, Observ y ;1.077.449.669;1.024.264.611
Secretaría de Salud;110403607 ;040025 ; Mejoramiento del sistema de i;137.542.588;0
Secretaría de Salud;110410512 ;130318 ; Reposición UH Buenos Aires;55.778.493;0
Secretaría de Salud;110410515 ;130296 ; C.I.S Ambulatorio para mujer ;597.529.806;597.529.806
Secretaría de Salud;110412015 ;130296 ; C.I.S Ambulatorio para mujer ;227.057.178;227.057.178
Secretaría de Salud;110470113 ;130296 ; C.I.S Ambulatorio para mujer ;0;0
Secretaría de Salud;110490114 ;120037 ; Prog apoy red aten salud -red;0;0
Secretaría de Salud;111300116 ;120029 ; Promoción y educación en salu;2.053.755;2.053.755
Secretaría de Salud;111304515 ;120029 ; Promoción y educación en salu;77.885.308;77.885.308
Secretaría de Salud;150300116 ;120029 ; Promoción y educación en salu;6.663.033;6.663.033
Secretaría de Salud;150300116 ;120027 ; Control de factores de riesgo;41.155.394;41.155.394
Secretaría de Salud;150304515 ;120029 ; Promoción y educación en salu;56.853.389;56.853.389
Secretaría de Salud;150304515 ;120026 ; Prevención de los riesgos en ;50.000.001;50.000.001
Secretaría de Salud;150304515 ;120028 ; Vigilancia epidemiológica par;37.769.469;37.769.469
Secretaría de Salud;150305414 ;120027 ; Control de factores de riesgo;62.695.196;62.695.196
Secretaría de Salud;150305415 ;120028 ; Vigilancia epidemiológica par;31.519.626;31.519.626
Secretaría de Salud;150400116 ;150045 ; Reposición Centro de Salud Fl;4.491.764;4.491.764
Secretaría de Salud;150400116 ;130393 ; Reposición servicio de urgenc;22.891.010;22.891.010
Secretaría de Salud;150400116 ;120044 ; Articu intersect e interinsti;1;1
Secretaría de Salud;150400116 ;120037 ; Prog apoy red aten salud -red;371.471.744;371.471.744
Secretaría de Salud;150400116 ;130296 ; C.I.S Ambulatorio para mujer ;68.471.926;68.471.926
Secretaría de Salud;150400116 ;120031 ; Gestión de conocim, Observ y ;21.930.541;21.930.541
Secretaría de Salud;150410512 ;130318 ; Reposición UH Buenos Aires;652.126.863;652.126.863
Secretaría de Salud;150412015 ;130296 ; C.I.S Ambulatorio para mujer ;115.768.942;115.768.942
Secretaría de Salud;150470113 ;130296 ; C.I.S Ambulatorio para mujer ;1.894.171;1.894.171
Secretaría de Salud;150490113 ;130296 ; C.I.S Ambulatorio para mujer ;12.822.275;12.822.275
Secretaría de Salud;160300115 ;130276 ; JVE-80 Diag, acomp y aten en ;15.564.558;15.564.558
Secretaría de Salud;160300115 ;140187 ; 15PP1-PROMOCION  SALUD Y PREV;245.794.155;245.794.155
Secretaría de Salud;160300115 ;140188 ; 15PP2-PROMOCION  SALUD Y PREV;154.246.873;154.246.873
Secretaría de Salud;160300115 ;140189 ; 15PP3-PROMOCION  SALUD Y PREV;131.695.383;131.695.383
Secretaría de Salud;160300115 ;140190 ; 15PP4-PROMOCION  SALUD Y PREV;470.385.657;470.385.657
Secretaría de Salud;160300115 ;130273 ; JVE-05 Atención social en sal;3.695.958;3.695.958
Secretaría de Salud;160300115 ;140191 ; 15PP5-PROMOCION  SALUD Y PREV;418.230.301;418.230.301
Secretaría de Salud;160300115 ;140192 ; 15PP6-PROMOCION  SALUD Y PREV;124.270.430;124.270.430
Secretaría de Salud;160300115 ;140193 ; 15PP7-PROMOCION  SALUD Y PREV;133.027.965;133.027.965
Secretaría de Salud;160300115 ;140194 ; 15PP8-PROMOCION  SALUD Y PREV;106.951.814;106.951.814
Secretaría de Salud;160300115 ;140195 ; 15PP9-PROMOCION  SALUD Y PREV;204.223.646;204.223.646
Secretaría de Salud;160300115 ;140196 ; 15PP10-PROMOCION  SALUD Y PRE;77.585.346;77.585.346
Secretaría de Salud;160300115 ;140197 ; 15PP11-PROMOCION  SALUD Y PRE;6.276.581;6.276.581
Secretaría de Salud;160300115 ;140111 ; JVE-12 PROMOCIÓN DE LA SALUD ;41.415.177;41.415.177
Secretaría de Salud;160300115 ;140198 ; 15PP12-PROMOCION  SALUD Y PRE;26.420.156;26.420.156
Secretaría de Salud;160300115 ;140368 ; 15PP13-PROMOCION  SALUD Y PRE;91.791.868;91.791.868
Secretaría de Salud;160300115 ;130341 ; JVE14 Atenc Integral prevenir;143.248.706;143.248.706
Secretaría de Salud;160300115 ;140199 ; 15PP14-PROMOCION  SALUD Y PRE;165.779.914;165.779.914
Secretaría de Salud;160300115 ;140200 ; 15PP15-PROMOCION  SALUD Y PRE;128.954.457;128.954.457
Secretaría de Salud;160300115 ;140201 ; 15PP16-PROMOCION  SALUD Y PRE;143.644.065;143.644.065
Secretaría de Salud;160300115 ;130707 ; JVE50- Fortal acciones de pro;41.173.472;41.173.472
Secretaría de Salud;160300115 ;140202 ; 15PP50-PROMOCION  SALUD Y PRE;9.697.000;9.697.000
Secretaría de Salud;160300115 ;140203 ; 15PP60-PROMOCION  SALUD Y PRE;5.762.171;5.762.171
Secretaría de Salud;160300115 ;140204 ; 15PP70-PROMOCION  SALUD Y PRE;103.910.648;103.910.648
Secretaría de Salud;160300115 ;140205 ; 15PP80-PROMOCION  SALUD Y PRE;74.995.662;74.995.662
Secretaría de Salud;160300115 ;130391 ; JVE90 Prom prev mejora capac ;120.057.149;120.057.149
Secretaría de Salud;160300115 ;140206 ; 15PP90-PROMOCION  SALUD Y PRE;27.613.095;27.613.095
